ApsimVersion = 7.8
Title = Rotation Sample
           Date Cotton.Biomass paddock.chickpea.biomass paddock.wheat.biomass paddock.chickpea.lai paddock.wheat.lai paddock.cotton.lai
   (dd/mm/yyyy)         (g/m2)                  (kg/ha)               (kg/ha)            (m^2/m^2)         (m^2/m^2)            (m2/m2)
     27/09/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/09/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/09/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/09/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/10/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/11/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/12/1944          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/01/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/02/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/03/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/04/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/05/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/06/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/06/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/06/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/06/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/06/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/06/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/06/1945          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/06/1945          0.000                      0.0                   4.6                0.000             0.020              0.000
     09/06/1945          0.000                      0.0                   5.7                0.000             0.022              0.000
     10/06/1945          0.000                      0.0                   6.3                0.000             0.023              0.000
     11/06/1945          0.000                      0.0                   7.0                0.000             0.024              0.000
     12/06/1945          0.000                      0.0                   8.2                0.000             0.026              0.000
     13/06/1945          0.000                      0.0                   9.1                0.000             0.027              0.000
     14/06/1945          0.000                      0.0                  10.3                0.000             0.029              0.000
     15/06/1945          0.000                      0.0                  11.7                0.000             0.032              0.000
     16/06/1945          0.000                      0.0                  13.9                0.000             0.035              0.000
     17/06/1945          0.000                      0.0                  16.4                0.000             0.039              0.000
     18/06/1945          0.000                      0.0                  19.3                0.000             0.044              0.000
     19/06/1945          0.000                      0.0                  22.6                0.000             0.049              0.000
     20/06/1945          0.000                      0.0                  26.1                0.000             0.055              0.000
     21/06/1945          0.000                      0.0                  29.9                0.000             0.061              0.000
     22/06/1945          0.000                      0.0                  34.1                0.000             0.068              0.000
     23/06/1945          0.000                      0.0                  37.6                0.000             0.073              0.000
     24/06/1945          0.000                      0.0                  43.1                0.000             0.082              0.000
     25/06/1945          0.000                      0.0                  49.3                0.000             0.092              0.000
     26/06/1945          0.000                      0.0                  55.7                0.000             0.103              0.000
     27/06/1945          0.000                      0.0                  61.0                0.000             0.111              0.000
     28/06/1945          0.000                      0.0                  68.0                0.000             0.122              0.000
     29/06/1945          0.000                      0.0                  76.5                0.000             0.136              0.000
     30/06/1945          0.000                      0.0                  87.7                0.000             0.153              0.000
     01/07/1945          0.000                      0.0                 100.2                0.000             0.173              0.000
     02/07/1945          0.000                      0.0                 113.8                0.000             0.195              0.000
     03/07/1945          0.000                      0.0                 128.7                0.000             0.218              0.000
     04/07/1945          0.000                      0.0                 146.3                0.000             0.246              0.000
     05/07/1945          0.000                      0.0                 166.0                0.000             0.277              0.000
     06/07/1945          0.000                      0.0                 186.3                0.000             0.309              0.000
     07/07/1945          0.000                      0.0                 204.6                0.000             0.338              0.000
     08/07/1945          0.000                      0.0                 228.2                0.000             0.375              0.000
     09/07/1945          0.000                      0.0                 255.4                0.000             0.418              0.000
     10/07/1945          0.000                      0.0                 284.3                0.000             0.463              0.000
     11/07/1945          0.000                      0.0                 297.2                0.000             0.483              0.000
     12/07/1945          0.000                      0.0                 310.5                0.000             0.503              0.000
     13/07/1945          0.000                      0.0                 326.3                0.000             0.528              0.000
     14/07/1945          0.000                      0.0                 353.2                0.000             0.570              0.000
     15/07/1945          0.000                      0.0                 377.4                0.000             0.607              0.000
     16/07/1945          0.000                      0.0                 390.9                0.000             0.628              0.000
     17/07/1945          0.000                      0.0                 422.7                0.000             0.678              0.000
     18/07/1945          0.000                      0.0                 465.3                0.000             0.744              0.000
     19/07/1945          0.000                      0.0                 513.5                0.000             0.819              0.000
     20/07/1945          0.000                      0.0                 568.1                0.000             0.904              0.000
     21/07/1945          0.000                      0.0                 607.4                0.000             0.965              0.000
     22/07/1945          0.000                      0.0                 656.9                0.000             1.041              0.000
     23/07/1945          0.000                      0.0                 724.0                0.000             1.145              0.000
     24/07/1945          0.000                      0.0                 801.5                0.000             1.264              0.000
     25/07/1945          0.000                      0.0                 887.5                0.000             1.395              0.000
     26/07/1945          0.000                      0.0                 981.1                0.000             1.538              0.000
     27/07/1945          0.000                      0.0                1080.1                0.000             1.684              0.000
     28/07/1945          0.000                      0.0                1139.3                0.000             1.769              0.000
     29/07/1945          0.000                      0.0                1192.6                0.000             1.843              0.000
     30/07/1945          0.000                      0.0                1294.8                0.000             1.991              0.000
     31/07/1945          0.000                      0.0                1412.0                0.000             2.152              0.000
     01/08/1945          0.000                      0.0                1479.9                0.000             2.239              0.000
     02/08/1945          0.000                      0.0                1542.5                0.000             2.316              0.000
     03/08/1945          0.000                      0.0                1631.8                0.000             2.420              0.000
     04/08/1945          0.000                      0.0                1763.3                0.000             2.565              0.000
     05/08/1945          0.000                      0.0                1896.4                0.000             2.700              0.000
     06/08/1945          0.000                      0.0                2028.0                0.000             2.825              0.000
     07/08/1945          0.000                      0.0                2151.6                0.000             2.923              0.000
     08/08/1945          0.000                      0.0                2305.4                0.000             3.034              0.000
     09/08/1945          0.000                      0.0                2455.4                0.000             3.130              0.000
     10/08/1945          0.000                      0.0                2558.1                0.000             3.181              0.000
     11/08/1945          0.000                      0.0                2651.3                0.000             3.219              0.000
     12/08/1945          0.000                      0.0                2802.5                0.000             3.283              0.000
     13/08/1945          0.000                      0.0                2952.5                0.000             3.340              0.000
     14/08/1945          0.000                      0.0                3115.9                0.000             3.395              0.000
     15/08/1945          0.000                      0.0                3291.1                0.000             3.445              0.000
     16/08/1945          0.000                      0.0                3466.9                0.000             3.479              0.000
     17/08/1945          0.000                      0.0                3630.1                0.000             3.497              0.000
     18/08/1945          0.000                      0.0                3806.4                0.000             3.510              0.000
     19/08/1945          0.000                      0.0                3967.3                0.000             3.508              0.000
     20/08/1945          0.000                      0.0                4062.0                0.000             3.491              0.000
     21/08/1945          0.000                      0.0                4204.9                0.000             3.473              0.000
