[sample.gcm_data.dat]
allow_sparse_data=TRUE
                           year    day      month       CERFAC         ECMWF           INGV          LODYC         METEO         MPI            UKMET
                           1930      120        5           0             0             0             0             0              0              0
                           1930      155        6           0             0             0             0             0              0              0
                           1930      185        7           0             0             0             0             0              0              0
                           1930      210        8           0             0             0             0             0              0              0
                           1930      247        9           0             0             0             0             0              0              0
                           1930      277       10           0             0             0             0             0              0              0
                           1930      308       11           0             0             0             0             0              0              0
                           1930      338       12           0             0             0             0             0              0              0
                           1931        3        1           0             0             0             0             0              0              0
                           1931       34        2           0             0             0             0             0              0              0
                           1931       63        3           0             0             0             0             0              0              0
                           1931       94        4           0             0             0             0             0              0              0
                           1931      120        5           0             0             0             0             0              0              0
                           1931      155        6           0             0             0             0             0              0              0
                           1931      185        7           0             0             0             0             0              0              0
                           1931      210        8           0             0             0             0             0              0              0
                           1931      247        9           0             0             0             0             0              0              0
                           1931      277       10           0             0             0             0             0              0              0
                           1931      308       11           0             0             0             0             0              0              0
                           1931      338       12           0             0             0             0             0              0              0
                           1932        3        1           0             0             0             0             0              0              0
                           1932       34        2           0             0             0             0             0              0              0
                           1932       63        3           0             0             0             0             0              0              0
                           1932       94        4           0             0             0             0             0              0              0
                           1932      120        5           0             0             0             0             0              0              0
                           1932      155        6           0             0             0             0             0              0              0
                           1932      185        7           0             0             0             0             0              0              0
                           1932      210        8           0             0             0             0             0              0              0
                           1932      247        9           0             0             0             0             0              0              0
                           1932      277       10           0             0             0             0             0              0              0
                           1932      308       11           0             0             0             0             0              0              0
                           1932      338       12           0             0             0             0             0              0              0
                           1933        3        1           0             0             0             0             0              0              0
                           1933       34        2           0             0             0             0             0              0              0
                           1933       63        3           0             0             0             0             0              0              0
                           1933       94        4           0             0             0             0             0              0              0
                           1933      120        5           0             0             0             0             0              0              0
                           1933      155        6           0             0             0             0             0              0              0
                           1933      185        7           0             0             0             0             0              0              0
                           1933      210        8           0             0             0             0             0              0              0
                           1933      247        9           0             0             0             0             0              0              0
                           1933      277       10           0             0             0             0             0              0              0
                           1933      308       11           0             0             0             0             0              0              0
                           1933      338       12           0             0             0             0             0              0              0
                           1934        3        1           0             0             0             0             0              0              0
                           1934       34        2           0             0             0             0             0              0              0
                           1934       63        3           0             0             0             0             0              0              0
                           1934       94        4           0             0             0             0             0              0              0
                           1934      120        5           0             0             0             0             0              0              0
                           1934      155        6           0             0             0             0             0              0              0
                           1934      185        7           0             0             0             0             0              0              0
                           1934      210        8           0             0             0             0             0              0              0
                           1934      247        9           0             0             0             0             0              0              0
                           1934      277       10           0             0             0             0             0              0              0
                           1934      308       11           0             0             0             0             0              0              0
                           1934      338       12           0             0             0             0             0              0              0
                           1935        3        1           0             0             0             0             0              0              0
                           1935       34        2           0             0             0             0             0              0              0
                           1935       63        3           0             0             0             0             0              0              0
                           1935       94        4           0             0             0             0             0              0              0
                           1935      120        5           0             0             0             0             0              0              0
                           1935      155        6           0             0             0             0             0              0              0
                           1935      185        7           0             0             0             0             0              0              0
                           1935      210        8           0             0             0             0             0              0              0
                           1935      247        9           0             0             0             0             0              0              0
                           1935      277       10           0             0             0             0             0              0              0
                           1935      308       11           0             0             0             0             0              0              0
                           1935      338       12           0             0             0             0             0              0              0
                           1936        3        1           0             0             0             0             0              0              0
                           1936       34        2           0             0             0             0             0              0              0
                           1936       63        3           0             0             0             0             0              0              0
                           1936       94        4           0             0             0             0             0              0              0
                           1936      120        5           0             0             0             0             0              0              0
                           1936      155        6           0             0             0             0             0              0              0
                           1936      185        7           0             0             0             0             0              0              0
                           1936      210        8           0             0             0             0             0              0              0
                           1936      247        9           0             0             0             0             0              0              0
                           1936      277       10           0             0             0             0             0              0              0
                           1936      308       11           0             0             0             0             0              0              0
                           1936      338       12           0             0             0             0             0              0              0
                           1937        3        1           0             0             0             0             0              0              0
                           1937       34        2           0             0             0             0             0              0              0
                           1937       63        3           0             0             0             0             0              0              0
                           1937       94        4           0             0             0             0             0              0              0
                           1937      120        5           0             0             0             0             0              0              0
                           1937      155        6           0             0             0             0             0              0              0
                           1937      185        7           0             0             0             0             0              0              0
                           1937      210        8           0             0             0             0             0              0              0
                           1937      247        9           0             0             0             0             0              0              0
                           1937      277       10           0             0             0             0             0              0              0
                           1937      308       11           0             0             0             0             0              0              0
                           1937      338       12           0             0             0             0             0              0              0
                           1938        3        1           0             0             0             0             0              0              0
                           1938       34        2           0             0             0             0             0              0              0
                           1938       63        3           0             0             0             0             0              0              0
                           1938       94        4           0             0             0             0             0              0              0
                           1938      120        5           0             0             0             0             0              0              0
                           1938      155        6           0             0             0             0             0              0              0
                           1938      185        7           0             0             0             0             0              0              0
                           1938      210        8           0             0             0             0             0              0              0
                           1938      247        9           0             0             0             0             0              0              0
                           1938      277       10           0             0             0             0             0              0              0
                           1938      308       11           0             0             0             0             0              0              0
                           1938      338       12           0             0             0             0             0              0              0
                           1939        3        1           0             0             0             0             0              0              0
                           1939       34        2           0             0             0             0             0              0              0
                           1939       63        3           0             0             0             0             0              0              0
                           1939       94        4           0             0             0             0             0              0              0
                           1939      120        5           0             0             0             0             0              0              0
                           1939      155        6           0             0             0             0             0              0              0
                           1939      185        7           0             0             0             0             0              0              0
                           1939      210        8           0             0             0             0             0              0              0
                           1939      247        9           0             0             0             0             0              0              0
                           1939      277       10           0             0             0             0             0              0              0
                           1939      308       11           0             0             0             0             0              0              0
                           1939      338       12           0             0             0             0             0              0              0
                           1940        3        1           0             0             0             0             0              0              0
                           1940       34        2           0             0             0             0             0              0              0
                           1940       63        3           0             0             0             0             0              0              0
                           1940       94        4           0             0             0             0             0              0              0
                           1940      120        5           0             0             0             0             0              0              0
                           1940      155        6           0             0             0             0             0              0              0
                           1940      185        7           0             0             0             0             0              0              0
                           1940      210        8           0             0             0             0             0              0              0
                           1940      247        9           0             0             0             0             0              0              0
                           1940      277       10           0             0             0             0             0              0              0
                           1940      308       11           0             0             0             0             0              0              0
                           1940      338       12           0             0             0             0             0              0              0
                           1941        3        1           0             0             0             0             0              0              0
                           1941       34        2           0             0             0             0             0              0              0
                           1941       63        3           0             0             0             0             0              0              0
                           1941       94        4           0             0             0             0             0              0              0
                           1941      120        5           0             0             0             0             0              0              0
                           1941      155        6           0             0             0             0             0              0              0
                           1941      185        7           0             0             0             0             0              0              0
                           1941      210        8           0             0             0             0             0              0              0
                           1941      247        9           0             0             0             0             0              0              0
                           1941      277       10           0             0             0             0             0              0              0
                           1941      308       11           0             0             0             0             0              0              0
                           1941      338       12           0             0             0             0             0              0              0
                           1942        3        1           0             0             0             0             0              0              0
                           1942       34        2           0             0             0             0             0              0              0
                           1942       63        3           0             0             0             0             0              0              0
                           1942       94        4           0             0             0             0             0              0              0
                           1942      120        5           0             0             0             0             0              0              0
                           1942      155        6           0             0             0             0             0              0              0
                           1942      185        7           0             0             0             0             0              0              0
                           1942      210        8           0             0             0             0             0              0              0
                           1942      247        9           0             0             0             0             0              0              0
                           1942      277       10           0             0             0             0             0              0              0
                           1942      308       11           0             0             0             0             0              0              0
                           1942      338       12           0             0             0             0             0              0              0
                           1943        3        1           0             0             0             0             0              0              0
                           1943       34        2           0             0             0             0             0              0              0
                           1943       63        3           0             0             0             0             0              0              0
                           1943       94        4           0             0             0             0             0              0              0
                           1943      120        5           0             0             0             0             0              0              0
                           1943      155        6           0             0             0             0             0              0              0
                           1943      185        7           0             0             0             0             0              0              0
                           1943      210        8           0             0             0             0             0              0              0
                           1943      247        9           0             0             0             0             0              0              0
                           1943      277       10           0             0             0             0             0              0              0
                           1943      308       11           0             0             0             0             0              0              0
                           1943      338       12           0             0             0             0             0              0              0
                           1944        3        1           0             0             0             0             0              0              0
                           1944       34        2           0             0             0             0             0              0              0
                           1944       63        3           0             0             0             0             0              0              0
                           1944       94        4           0             0             0             0             0              0              0
                           1944      120        5           0             0             0             0             0              0              0
                           1944      155        6           0             0             0             0             0              0              0
                           1944      185        7           0             0             0             0             0              0              0
                           1944      210        8           0             0             0             0             0              0              0
                           1944      247        9           0             0             0             0             0              0              0
                           1944      277       10           0             0             0             0             0              0              0
                           1944      308       11           0             0             0             0             0              0              0
                           1944      338       12           0             0             0             0             0              0              0
                           1945        3        1           0             0             0             0             0              0              0
                           1945       34        2           0             0             0             0             0              0              0
                           1945       63        3           0             0             0             0             0              0              0
                           1945       94        4           0             0             0             0             0              0              0
                           1945      120        5           0             0             0             0             0              0              0
                           1945      155        6           0             0             0             0             0              0              0
                           1945      185        7           0             0             0             0             0              0              0
                           1945      210        8           0             0             0             0             0              0              0
                           1945      247        9           0             0             0             0             0              0              0
                           1945      277       10           0             0             0             0             0              0              0
                           1945      308       11           0             0             0             0             0              0              0
                           1945      338       12           0             0             0             0             0              0              0
                           1946        3        1           0             0             0             0             0              0              0
                           1946       34        2           0             0             0             0             0              0              0
                           1946       63        3           0             0             0             0             0              0              0
                           1946       94        4           0             0             0             0             0              0              0
                           1946      120        5           0             0             0             0             0              0              0
                           1946      155        6           0             0             0             0             0              0              0
                           1946      185        7           0             0             0             0             0              0              0
                           1946      210        8           0             0             0             0             0              0              0
                           1946      247        9           0             0             0             0             0              0              0
                           1946      277       10           0             0             0             0             0              0              0
                           1946      308       11           0             0             0             0             0              0              0
                           1946      338       12           0             0             0             0             0              0              0
                           1947        3        1           0             0             0             0             0              0              0
                           1947       34        2           0             0             0             0             0              0              0
                           1947       63        3           0             0             0             0             0              0              0
                           1947       94        4           0             0             0             0             0              0              0
                           1947      120        5           0             0             0             0             0              0              0
                           1947      155        6           0             0             0             0             0              0              0
                           1947      185        7           0             0             0             0             0              0              0
                           1947      210        8           0             0             0             0             0              0              0
                           1947      247        9           0             0             0             0             0              0              0
                           1947      277       10           0             0             0             0             0              0              0
                           1947      308       11           0             0             0             0             0              0              0
                           1947      338       12           0             0             0             0             0              0              0
                           1948        3        1           0             0             0             0             0              0              0
                           1948       34        2           0             0             0             0             0              0              0
                           1948       63        3           0             0             0             0             0              0              0
                           1948       94        4           0             0             0             0             0              0              0
                           1948      120        5           0             0             0             0             0              0              0
                           1948      155        6           0             0             0             0             0              0              0
                           1948      185        7           0             0             0             0             0              0              0
                           1948      210        8           0             0             0             0             0              0              0
                           1948      247        9           0             0             0             0             0              0              0
                           1948      277       10           0             0             0             0             0              0              0
                           1948      308       11           0             0             0             0             0              0              0
                           1948      338       12           0             0             0             0             0              0              0
                           1949        3        1           0             0             0             0             0              0              0
                           1949       34        2           0             0             0             0             0              0              0
                           1949       63        3           0             0             0             0             0              0              0
                           1949       94        4           0             0             0             0             0              0              0
                           1949      120        5           0             0             0             0             0              0              0
                           1949      155        6           0             0             0             0             0              0              0
                           1949      185        7           0             0             0             0             0              0              0
                           1949      210        8           0             0             0             0             0              0              0
                           1949      247        9           0             0             0             0             0              0              0
                           1949      277       10           0             0             0             0             0              0              0
                           1949      308       11           0             0             0             0             0              0              0
                           1949      338       12           0             0             0             0             0              0              0
                           1950        3        1           0             0             0             0             0              0              0
                           1950       34        2           0             0             0             0             0              0              0
                           1950       63        3           0             0             0             0             0              0              0
                           1950       94        4           0             0             0             0             0              0              0
                           1950      120        5           0             0             0             0             0              0              0
                           1950      155        6           0             0             0             0             0              0              0
                           1950      185        7           0             0             0             0             0              0              0
                           1950      210        8           0             0             0             0             0              0              0
                           1950      247        9           0             0             0             0             0              0              0
                           1950      277       10           0             0             0             0             0              0              0
                           1950      308       11           0             0             0             0             0              0              0
                           1950      338       12           0             0             0             0             0              0              0
                           1951        3        1           0             0             0             0             0              0              0
                           1951       34        2           0             0             0             0             0              0              0
                           1951       63        3           0             0             0             0             0              0              0
                           1951       94        4           0             0             0             0             0              0              0
                           1951      120        5           0             0             0             0             0              0              0
                           1951      155        6           0             0             0             0             0              0              0
                           1951      185        7           0             0             0             0             0              0              0
                           1951      210        8           0             0             0             0             0              0              0
                           1951      247        9           0             0             0             0             0              0              0
                           1951      277       10           0             0             0             0             0              0              0
                           1951      308       11           0             0             0             0             0              0              0
                           1951      338       12           0             0             0             0             0              0              0
                           1952        3        1           0             0             0             0             0              0              0
                           1952       34        2           0             0             0             0             0              0              0
                           1952       63        3           0             0             0             0             0              0              0
                           1952       94        4           0             0             0             0             0              0              0
                           1952      120        5           0             0             0             0             0              0              0
                           1952      155        6           0             0             0             0             0              0              0
                           1952      185        7           0             0             0             0             0              0              0
                           1952      210        8           0             0             0             0             0              0              0
                           1952      247        9           0             0             0             0             0              0              0
                           1952      277       10           0             0             0             0             0              0              0
                           1952      308       11           0             0             0             0             0              0              0
                           1952      338       12           0             0             0             0             0              0              0
                           1953        3        1           0             0             0             0             0              0              0
                           1953       34        2           0             0             0             0             0              0              0
                           1953       63        3           0             0             0             0             0              0              0
                           1953       94        4           0             0             0             0             0              0              0
                           1953      120        5           0             0             0             0             0              0              0
                           1953      155        6           0             0             0             0             0              0              0
                           1953      185        7           0             0             0             0             0              0              0
                           1953      210        8           0             0             0             0             0              0              0
                           1953      247        9           0             0             0             0             0              0              0
                           1953      277       10           0             0             0             0             0              0              0
                           1953      308       11           0             0             0             0             0              0              0
                           1953      338       12           0             0             0             0             0              0              0
                           1954        3        1           0             0             0             0             0              0              0
                           1954       34        2           0             0             0             0             0              0              0
                           1954       63        3           0             0             0             0             0              0              0
                           1954       94        4           0             0             0             0             0              0              0
                           1954      120        5           0             0             0             0             0              0              0
                           1954      155        6           0             0             0             0             0              0              0
                           1954      185        7           0             0             0             0             0              0              0
                           1954      210        8           0             0             0             0             0              0              0
                           1954      247        9           0             0             0             0             0              0              0
                           1954      277       10           0             0             0             0             0              0              0
                           1954      308       11           0             0             0             0             0              0              0
                           1954      338       12           0             0             0             0             0              0              0
                           1955        3        1           0             0             0             0             0              0              0
                           1955       34        2           0             0             0             0             0              0              0
                           1955       63        3           0             0             0             0             0              0              0
                           1955       94        4           0             0             0             0             0              0              0
                           1955      120        5           0             0             0             0             0              0              0
                           1955      155        6           0             0             0             0             0              0              0
                           1955      185        7           0             0             0             0             0              0              0
